additional_info,amenities,description,highlight_value,hotel_star_rating,image_count,internet,landmark,latitude,longitude,occupancy,property_type,room_price,room_types,service_value
Acceptance Rate:100 percent|Response Time:< 6 hours,Parking,,,,,,,9.5734673,76.5555801,1 Adult 1 Kid,Lodge,334per night incl. tax,Single Non-A/C Rooms,Not Verified
Acceptance Rate:100 percent|Response Time:< 6 hours,Parking|AC,,,,2.0,,,25.297512100000002,83.0058212,1 Adult 1 Kid,House,334per night incl. tax,Single Non-A/C Rooms,Not Verified
Acceptance Rate:100 percent|Response Time:< 6 hours,Newspaper|Pickup & Drop|Parking,,,,,,,27.8517532,75.2740479,2 Adults 2 Kids,House,567per night incl. tax,Double Bedded Air Cooler,Not Verified
Acceptance Rate:100 percent|Response Time:< 6 hours,Newspaper|AC,"What should you know? The hotel offers amenities like daily housekeeping, a front desk, room service, and free parking space. It also provides a well-equipped business centre for business guests, a coffee shop, a swimming pool, and a fitness centre. The property boasts of 27 exotic villas and 20 cottages for accommodation. The in-room amenities include free newspaper service, colour television, private bathroom, internet access, telephone, safe, and minibar. It has an in-house restaurant that serves scrumptious meals to its patrons. The hotel is located approximately 20.1 km from the Kozhikode Railway Station while the Calicut International Airport is around 45.4 away.Why should you stay here? Offering world-class comforts and a natural ambience, it is apt for those looking to relax fully in beautiful surroundings.",,,5.0,,,11.3849478,75.7201767,2 Adults 2 Kids,Resort,3889per night incl. tax,Executive Room AC,Not Verified
Acceptance Rate:100 percent|Response Time:< 6 hours,WiFi|Parking,"An Exotic traditional Heritage Palace.The splendid example og regal Indo-Sirenic achitechture, the palace combines of the best Mugal Indian style.In your Happiness-lies our satisfaction.",,,11.0,,,25.3093777,83.0048828,2 Adults 2 Kids,Hotel,1734per night incl. tax,Classic Room,Not Verified
Acceptance Rate:100 percent|Response Time:< 6 hours,WiFi|Free Breakfast|Newspaper|AC,we have all the facicilityes,,,4.0,,,25.289369600000004,83.006424,2 Adults 0 Kid,House,889per night incl. tax,Sweet Room,Not Verified
Acceptance Rate:100 percent|Response Time:< 6 hours,Newspaper|AC,"What should you know? T10 Hotels Private Ltd is conveniently located just 1.6 km away from Tiruchirappalli Railway Station and 7.1 km away from Tiruchirapalli International Airport. The hotel offers all the modern amenities like Wi-Fi, room service, transportation services, air-conditioning, 24-hour front desk, travel desk, parking space, non-smoking rooms, doctor-on-call, outlet adapters, banquet facilities, and 24-hour security. The hotel also provides conference facilities, business centre, and audio video equipment for conducting corporate meetings. The hotel offers Premium, Suite, and Supreme category of rooms. All its rooms are elegantly furnished with colour TV, telephone, and other features. The in-house restaurant serves delicious cuisines to its guests.Why should you stay here? The hotel is located close to major tourist attractions like St. Johns Church (under 0.5 km) and Rock Fort (under 1km).",,,17.0,,,10.798589699999999,78.6811829,1 Adult 2 Kids,Hotel,1794per night incl. tax,Executive AC Single,Not Verified
Acceptance Rate:100 percent|Response Time:< 6 hours,Newspaper|AC,"What should you know? Centrally located in the holy city of Varanasi, Diamond Hotel consists of 40 well-designed, comfortable rooms. The hotel provides amenities such as room service, a travel desk, doctor-on-call, parking, internet access, and concierge services. The hotel is also equipped with a banquet hall and meeting and conferencing facilities. There is a multi-cuisine restaurant present, along with a tea lounge and a beautiful terrace garden. Kedar Ghat and Masjid Hafiz Zahoor are some of the local attractions located nearby. The hotel is about 27 km away from the Lal Bahadur Shastri International Airport, while the Varanasi Junction Railway Station is around 5 km away.Why should you stay here? Equipped with a wide range of facilities, excellent staff service, and a warm ambience, Diamond Hotel offers apt accommodations for both business and pleasure trips alike.",,,15.0,,,25.2980461,83.0016785,1 Adult 2 Kids,Hotel,3124per night incl. tax,Deluxe AC Single,Not Verified
Acceptance Rate:100 percent|Response Time:< 6 hours,Newspaper|AC,"What should you know? Hotel Soorya Galaxy offers great hospitality. It has amenities like air conditioning, private bathroom, telephone, color television, safe, and internet access. The place also serves a variety of veg and non-veg cuisines like Continental, Chinese, Tandoor, and South Indian.The hotel is 17 km from Calicut International Airport and 11.6 km from Kozhikode Railway Station which is convenient for travelers.Why should you stay here? Hotel Soorya is a good choice for hosting parties, conferences or other similar events.",,,5.0,,,11.1899786,75.8294296,1 Adult 1 Kid,Hotel,1472per night incl. tax,Single A/C Rooms,Not Verified
Acceptance Rate:100 percent|Response Time:< 6 hours,WiFi|Free Breakfast|AC,Near Hanuman Ghat,,,32.0,,,25.2976074,83.0066605,2 Adults 1 Kid,House,662per night incl. tax,Non AC Double,Verified
Acceptance Rate:100 percent|Response Time:< 6 hours,WiFi|Card Payment|AC,"What should you know? Hotel OK International boasts of contemporary and well-furnished 120 rooms, which are fully air-conditioned. The services include room service, internet facility, newspaper, minibar, and an in-house multi-cuisine restaurant. The hotel is located close to many tourist attractions, some of which include Sigra Church, Tulsi Ghat, Radhakrishna Mandir, Shri Chari Mata Mandir, and Kedar Ghat.Why should you stay here? Hotel OK International is well furnished and budget friendly, and comes with all the basic amenities, and is at a great location.",,,36.0,,,25.3091507,83.0029297,1 Adult 1 Kid,Hotel,1875per night incl. tax,Single A/C Rooms,Not Verified
Acceptance Rate:100 percent|Response Time:< 6 hours,Newspaper,,,,,,,18.7494583,73.40806579999999,2 Adults 2 Kids,Hotel,2667per night incl. tax,Deluxe AC Double,Verified
Acceptance Rate:100 percent|Response Time:< 6 hours,WiFi|Card Payment|Pickup & Drop|Parking|AC,"What should you know? It is situated on the bank of river Nila. The hotel has a lovely view of the river and is surrounded by scenic beauty. It is located close to tourist destinations including Kalamandalam. The hotel has elegantly designed rooms, which are comfortable to stay in. The amenities provided by the hotel include AC rooms, business centre, direct dialing telephone, satellite TV, travel desk, doctor-on-call, safe deposit locker, health club, mini-refrigerator, Wi-Fi facility, ample parking, lawn, round-the-clock room service, laundry service, reservation, and a smoking room.Why should you stay here? The hotel staff is polite and the hotel is easy to access for travellers. It is located close to important areas in the city, which is ideal for business as well as leisure travellers.",,,1.0,,,10.8654099,75.9824677,2 Adults 2 Kids,Hotel,740per night incl. tax,Double Non-A/C Rooms,Not Verified
Acceptance Rate:100 percent|Response Time:< 6 hours,WiFi|Card Payment|Elevator|Parking|AC,"What should you know? Hotel Embassy is located at a distance of merely 1 km from New Bus Stand and 4.8 km from Latur Railway Station. The hotel houses 30 air-conditioned rooms fitted with cable television, internet connectivity, and private bathroom. The other essential hotel facilities provided are laundry service, parking space, elevator, medical assistance, and travel counter. The hotel has an in-house restaurant and also a meeting room. Latur Airport is located at a distance of 15 km. Ganj Golai is located 3 km away, and other tourist attractions like Udgir Fort and Kharosa Caves are easily accessible.Why should you stay here? The hotel is comfortably located close to the railway station, bus stand and also the central business area, which makes it a perfect choice for all kinds of travelers.",,,,,,18.4025784,76.56468199999999,1 Adult 2 Kids,Hotel,1793per night incl. tax,Deluxe A/C Single,Not Verified
Acceptance Rate:100 percent|Response Time:< 6 hours,WiFi|Free Breakfast|Newspaper|AC,Vermas Homestay In Ashiana Nagar Phase -1,,,39.0,,,25.6206856,85.082756,2 Adults 1 Kid,Homestay,1417per night incl. tax,Deluxe Room,Verified
Acceptance Rate:100 percent|Response Time:< 6 hours,Newspaper|Elevator|Parking|AC,,,,,,,27.946968100000003,80.78212740000001,2 Adults 2 Kids,Hotel,567per night incl. tax,Double Non-A/C Rooms,Not Verified
Acceptance Rate:100 percent|Response Time:42 minutes,Newspaper|AC,"What should you know? PLA Residency has 20 aesthetically designed guestrooms and suites, which are well furnished with contemporary art, soothing colours, and a comfortable ambience. It has a multi cuisine restaurant named Rice bowl that caters to diverse palates. Doctor-on-call, air conditioned rooms, bar, and travel assistance are some of the other facilities available here. The places of interest around the hotel include Fort Temple, Navagraha Temples, and Srirangam. The hotel is also well connected to other major cities, the closest being Chennai.Why should you stay here? The hotel has state-of-the-art decor and well-furnished rooms that are affordable and comfortable. The location of the hotel makes it easy to access areas other areas.",,,34.0,,,10.8342848,78.6932526,1 Adult 1 Kid,Hotel,1687per night incl. tax,Single A/C Rooms,Not Verified
Acceptance Rate:100 percent|Response Time:< 6 hours,Newspaper|AC,"What should you know? Hotel Fort gives budget travellers a comfortable stay in the city. It is a mere 0.5 km away from Patna Junction. This hotel has 51 rooms and provides guests with several amenities including in-room dining, Wi-Fi connectivity, laundry service, and car rental services. Both AC and non-AC rooms are available. Guests can also choose between deluxe rooms and executive suites.Why should you stay here? Hotel Fort offers well-furnished rooms with easy access to the rest of the city, making it ideal for the business and leisure travellers.",,,54.0,,,25.6055164,85.14016720000001,1 Adult 2 Kids,Hotel,1087per night incl. tax,Executive Single Non AC,Not Verified
Acceptance Rate:100 percent|Response Time:< 6 hours,WiFi|Veg Only|Newspaper|Card Payment|AC,"What should you know? Sai Priyankas Comfort Inn is situated 2 km from Kurnool Railway Station and has 15 rooms in total. The rooms are equipped with basic amenities such as cable television and STD/ISD telephone. The hotel provides other facilities such as laundry service, copy and fax service, doctor on standby, and free daily newspaper. Guests can enjoy mouth-watering vegetarian dishes at the hotel restaurant.Why should you stay here? People looking for a budget accommodation with decent facilities will find this hotel very good.",,,,,,15.828637099999998,78.0509186,2 Adults 2 Kids,Hotel,1267per night incl. tax,A/c Room,Not Verified
Acceptance Rate:100 percent|Response Time:< 6 hours,Card Payment|Parking|AC,"What should you know? Hotel Kontinental is a budget hotel that offers cosy and hassle-free accommodation for guests in its spacious, well-furnished guestrooms. The hotel is located centrally in the city and right opposite the taxi stand, making it easily accessible for the guests. It offers various fundamental amenities such as laundry, valet and doctor-on-call. Places to visit in Lakhimpur are Dudhwa National Park, Naseeruddin Memorial Hall, Eid Gaah, Sharda Barrage and Deer Park.Why should you stay here? Located close to Lakhimpur Junction Railway Station, it’s easy to commute across the city from Hotel Kontinental. It offers fine accommodation and efficient services to the guests as well.",,,,,,27.9435749,80.78229520000001,2 Adults 2 Kids,Hotel,772per night incl. tax,Ordinary Non A/c Double,Not Verified
Acceptance Rate:100 percent|Response Time:< 6 hours,,"Savera is one of the pioneers in business luxury hotels in the city. Business Luxury Hotel Savera in Patna is crafted to meet home comforts and needs, with professional service, for people on the move with definitive lifestyles. The property is unparalleled for its location and the amenities and service offerings.",,,12.0,,,25.613534899999998,85.143631,1 Adult 2 Kids,Hotel,3399per night incl. tax,Deluxe Single Room,Not Verified
Acceptance Rate:100 percent|Response Time:< 6 hours,Newspaper|Parking|AC,,,,,,,15.8227482,78.04017640000001,1 Adult 1 Kid,Hotel,845per night incl. tax,Single Non-A/C Rooms,Not Verified
Acceptance Rate:100 percent|Response Time:< 6 hours,Card Payment|Elevator|Parking|AC,"What should you know? This hotel is a small property situated at the heart of the city. The city bus stand and Focus Mall are in the vicinity of the hotel. The 11 rooms in the hotel are equipped with a seating area, cable television, wireless internet, and private bathroom. Business services include a business centre, copier and fax service, conference rooms, and boardroom. Other amenities include ample car parking, travel desk, safe, doctor-on-call, and 24-hour room service. Delectable assortments of Indian, Tandoori, Chinese, and Continental dishes are served at the restaurant. The Calicut International Airport is about 30 km from the hotel and the Railway Station is 2 km away.Why should you stay here? This hotel provides affordable luxury and friendly services, which are ideal for business and leisure travellers.",,,,,,11.2590866,75.7856522,1 Adult 1 Kid,Hotel,1539per night incl. tax,Single Non-A/C Rooms,Not Verified
Acceptance Rate:100 percent|Response Time:< 6 hours,Card Payment|Parking|AC,"What should you know? Hotel Crown is situated on Ambala Road, Kurukshetra. It provides facilities like front desk, banquet facility, wifi access, airport/railway station transfer, parking, and 24-hour concierge. This property offers accommodation in 14 rooms that come with in-room privileges like room service, air-conditioning, hot and cold water, cable television, tea/coffee maker, laundry service, and doctor-on-call. Guests can enjoy the culinary delights in the in-house multi-cuisine restaurant that serves local and regional dishes.Why should you stay here? Here, guests can relax and also explore the nearby places easily.",,,9.0,,,29.969385100000004,76.8782196,2 Adults 2 Kids,Hotel,1540per night incl. tax,Semi Deluxe,Not Verified
Acceptance Rate:100 percent|Response Time:< 6 hours,WiFi|Swimming Pool|Bar|Card Payment|Gym|Elevator|Parking|AC,"What should you know? Located in the scenic valley of Lonavala, Hotel Sapphire has a unique contemporary charm. The accommodation options vary from standard rooms to lavish suites. All the rooms are tastefully designed and furnished. It is located around 70 km from the Pune Airport and the Lonavala Railway Station is around 2 km away. The hotel has facilities such as fitness centre, game room, laundry, childrens park, meeting room and in-house multi-cuisine restaurant. Apart from this, Hotel Sapphire also provides services including 24-hour front desk, internet and doctor on call.Why should you stay here? Hotel Sapphire is conveniently located in scenic Lonavala near the famous Bushi Dam, Mahadev Temple and Valvan Dam.",,,11.0,,,18.7594223,73.40048979999999,0 Adult 2 Kids,Hotel,3828per night incl. tax,Superior Bunglow,Not Verified
Acceptance Rate:100 percent|Response Time:< 6 hours,Newspaper|Pickup & Drop|Parking|AC,,,,,,,28.0073032,80.6992874,2 Adults 2 Kids,Hotel,1250per night incl. tax,Double A/C Rooms,Not Verified
Acceptance Rate:100 percent|Response Time:< 6 hours,WiFi|Gym|Parking|AC,"What should you know? The only four star hotel in the area, Nila Residency offers unmatched service. However, its a perfect combination of modern amenities and traditional warmth. Outdoor pool, lounge bar, coffee shop, gift shop are part of the hotel, and a multi-cuisine restaurant offers a range of delicacies from variety of cuisines. Wifi connectivity, doctor-on-call, travel desk, round the clock room-service, health club, and smokers room are also provided.Why should you stay here? Spacious and well-maintained rooms. A hotel with world class service and amenities, offers a memorable stay.",,,9.0,,,10.7632666,76.26991269999999,2 Adults 2 Kids,Hotel,2267per night incl. tax,Deluxe Room AC,Not Verified
Acceptance Rate:100 percent|Response Time:< 6 hours,,,,,,,,25.2989063,83.00730899999999,1 Adult 1 Kid,House,267per night incl. tax,Single Non-A/C Rooms,Not Verified
Acceptance Rate:100 percent|Response Time:< 6 hours,Parking|AC,"What should you know? This guest house is situated on Kabir Road, Near Chet Singh Fort. It offers facilities like a front desk, parking facility, laundry service, airport/railway station transfer, travel counter, wi-fi access, and a doctor-on-call for the guests convenience. This property offers 17 rooms featuring in-room amenities like air-conditioning, attached bathroom, hot and cold water, intercom facility, dressing mirror, and a cable television. The hotel also houses an in-house multi-cuisine restaurant, where guests can enjoy a variety of local and regional delicacies.Why should you stay here? This facility is tourists delight as it is 200m away from Chet Singh Fort, 400m from Shivala Ghat, Shiva Temple, 3.7 km from Durga Mandir, and 1.1 km from Assi Ghat.",,,16.0,,,25.2946053,83.00511170000001,2 Adults 2 Kids,House,534per night incl. tax,Double Non-A/C Rooms,Not Verified
Acceptance Rate:100 percent|Response Time:< 6 hours,WiFi|Card Payment|AC,"What should you know? Mohit Paying Guest House is located on the north-east bank of the lake near Sarnath Mini Zoo. The guest house offers several basic amenities like laundry service, fully music building, travel services, roof garden, and beautifully furnished single and double rooms. It provides accommodation for paying guests in the city. It offers delicious home cooked Indian food for its guests.Why should you stay here? This is an ideal abode for pilgrims, tourists, professionals as well as university students. It is one of the finest guest houses in Sarnath.",,,1.0,,,25.305191,83.0094376,1 Adult 1 Kid,House,389per night incl. tax,Single Non-A/C Rooms,Not Verified
Acceptance Rate:100 percent|Response Time:< 6 hours,Newspaper|AC,"The Hotel Yaiphaba, Imphal is located at the heart of the commercial city center on the street of MG Avenue; surrounded by the banks, offices, hotels, local food joints and all major shops. It is one of the best hotel in Imphal, Manipur.It is also situated very close to the famous Ema Keithel and Kangla Fort. Hotel rooms located at the East have beautiful views of Kangla Fort and the Baruni Hills. The hotel is easily accessible from all the four corners of the city.The hotel will have a major advantage of being located in the area of Thangal Bazar with a high population density encompassing different communities and hence, it is ready to cater its local guests according to their taste and culture. Much to the expectations of surroundings, the hotel will gladly cater the clients of the locality till late evenings, giving ways to enjoy a night life at Imphal City.",,,,,,24.8102894,93.93626400000001,1 Adult 2 Kids,Hotel,2106per night incl. tax,Standard Non AC Single,Not Verified
Acceptance Rate:100 percent|Response Time:< 6 hours,AC,"Varanasi Homestay is located in the spiritual abode of Kashi, culturally rich legendary city. My elegantly decorated home with a charming hall, air conditioned double bedroom, and attached bathrooms caters to the needs of students, pilgrims and foreign tourists who gather in thousands to Kashi everyday. Holy Ganges, Kasi Viswanathar Temple, Ramnagar Fort and Banaras Hindu University are prominent places of interest.",,,6.0,,,25.338426600000002,82.9838562,2 Adults 2 Kids,Hotel,1667per night incl. tax,Double A/C Rooms,Verified
Acceptance Rate:100 percent|Response Time:< 6 hours,Pickup & Drop|Elevator|Parking|AC,"What should you know? Hotel B K has double AC, single and double non-AC, and suite AC rooms. This hotel also offers a conference hall and a restaurant. Some of the other facilities available at this hotel are a TV with cable, 24-hour check-out time, attached bathrooms with running hot/cold water, room service, car parking, laundry service, and a lift.Why should you stay here? This hotel is suitable for short stay and is close to many transit points.",,,,,,18.4042263,76.56542209999999,2 Adults 2 Kids,Hotel,600per night incl. tax,Double Non-A/C Rooms,Not Verified
Acceptance Rate:100 percent|Response Time:< 6 hours,Veg Only|Newspaper|Card Payment|Pickup & Drop|Parking|AC,"What should you know? A perfect blend of luxury, comfort, and style, this hotel is suitable for most types of travellers. The rooms of the hotel are elegantly designed and well ventilated. All the rooms are designed to mirror traditional Rajasthani culture and are equipped with an air-conditioner, private bath, colour television, king-sized bed, and a telephone. The hotel facilities and conveniences include a front desk, room service, car parking, laundry service, and daily housekeeping.Why should you stay here? Rani Sati Temple, Sone Chandi ki Haveli, and The Modi and Tiberwala Haveli are some of the local attractions guest may choose to explore during their stay.",,,13.0,,,28.0500908,75.1506348,2 Adults 2 Kids,Hotel,2312per night incl. tax,Double A/C Rooms,Not Verified
Acceptance Rate:100 percent|Response Time:< 6 hours,Veg Only|Parking|AC,"What should you know? The establishment is situated Near Bellary Chowrasta, Sampath Nagar. There are 18 rooms for accommodation in this hotel that come with amenities like room service, air-conditioning, attached bathroom, and cable television. It also provides facilities like a front desk and valet parking. The property has an in-house multi-cuisine restaurant where guests can enjoy mouth-watering meals.Why should you stay here? The hotel provides satisfactory accommodation at affordable tariff making it convenient for backpackers, leisure travellers, and budget-conscious guests. It is located on the main road therefore it is well connected.",,,,,,15.822872199999997,78.0219803,1 Adult 1 Kid,Hotel,300per night incl. tax,Single Non-A/C Rooms,Not Verified
Response Time:19 minutes|Acceptance Rate:25 percent,AC,"One of Calicuts finest hotel, Hotel Amrutha is located in the heart of the bustling and energetic commercial centre. Designed to satisfy every need of the business travelers as well as the tourist, the hotel offer everything from elegant rooms to efficient service. It is conveniently located at the commercial hub of the city. The service that comes straight from the heart, close proximity to the major tourist destinations, touch of regal style all turns it travelers and businessmens choice.The Calicut beach is favourite haunt of sunset viewers-Sweet Meet Street SM Street the Business Street, The Historic Beach at Kappad where Vasco Da Gama landed in the 15th Century,Thusharagiri about 50 KM away from the Hotel famous for its Trecking Tracks and waterfalls, Manachira Palace Tank of King Manavikrama Raja an architectural wonder , Sarovaram Park, very near to our Hotel, Beypore Port and Fishing harbor located at the mouth of Chaliyar River about 15 KM from our Hotel, Kadalundy Bird Sanctuary are main attraction for tourists.We offer a wide variety of specially delicious dishes prepared by for our culinary Chefs. An extensive selection of sea foods and Malabar delicacies. Consider your menu opportunities, which are tailor made to suit you. Our tantalizing array of Soups, Salads, Pastas and an exceptional selection of seafood, fowl and meat entrees are prepared with only the finest ingredients and finished off with one of our delectable desserts.Situated ideally very close to Calicut Mofussil bus stand, it manages to be easy access for travellers. The dedicated team of management & staff at Hotel Amrutha take every care to make your stay a comfortable one. The team is committed to win guest loyalty by delivering consistent services that meet and exceed expectations. Experience the best in luxury at Hotel Amrutha .Whatever your needs we are at your service.",,,6.0,,,11.2589302,75.7859344,1 Adult 1 Kid,Hotel,1180per night incl. tax,Single Non-A/C Rooms,Not Verified
Acceptance Rate:100 percent|Response Time:< 6 hours,WiFi|Newspaper|Parking|AC,,,,,,,28.4274673,80.57822420000001,2 Adults 2 Kids,Hotel,693per night incl. tax,Double Non-A/C Rooms,Not Verified
Response Time:< 6 hours|Acceptance Rate:0 percent,WiFi|Bar|AC,"What should you know? The hotel offers 21 rooms that are categorised into Deluxe, Family, and Semi deluxe. The amenities offered at the hotel include a multi-cuisine restaurant, 24-hour front desk, a well-stocked bar, banquet halls, conference rooms, kitty halls, room service, and free parking. The hotel is 3 km from Jagadhri Railway Station and 2.5 km from Yamuna Nagar Bus Stand. Chandigarh Airport is 97 km away from the hotel. Why should you stay here? This luxury hotel is ISO certified and located in the heart of the city.",,,5.0,,,30.1393776,77.29010770000001,1 Adult 2 Kids,Hotel,2657per night incl. tax,Semi Deluxe Single A/c,Not Verified
Acceptance Rate:100 percent|Response Time:< 6 hours,WiFi|Card Payment|Parking|AC,"What should you know? Situated just a km off the National Highway-47 is hotel Rayirath Heritage in Thrissur. The property is nestled in Vellani Hills and offers amenities like yoga & meditation, laundry service, a doctor on call, car rental, wifi, and travel desk. The rooms are fully furnished with modern facilities like cable TV and a direct-dialing telephone. The hotel has an in-house restaurant that serves authentic Kerala cuisine. It can be reached from Thrissur Railway Station which is 15 km away or from Cochin International Airport which is 60 km away. Why should you stay here? The scenic surroundings and calm ambience of the hotel are ideal for those looking for a peaceful vacation stay.",,,5.0,,,10.5759096,76.3288345,1 Adult 1 Kid,Hotel,1467per night incl. tax,Single A/C Rooms,Not Verified
Acceptance Rate:100 percent|Response Time:< 6 hours,WiFi|Newspaper|AC,"What should you know? The hotel is located on Vivekananda Marg in Patna City. It offers contemporary decor in its 13 well-furnished and comfortable rooms, which are categorised into Single-bed non air-conditioned, Double-bed non air-conditioned, Double-bed air-conditioned, and Deluxe room respectively. Some of the amenities provided include air-conditioning, LED television with cable network, safe deposit locker, free wi-fi internet, tea and coffee facility, roof-top multi-cuisine restaurant, lift service, 24-hour room service, banquet hall with wedding services, pick and drop facility, car parking and valet facility, and doctor-on-call. It is 6.1 km from Patna International Airport and Patna Junction Railway Station is approximately 4.8 km from the property.Why should you stay here? The facility offers comfortable stay for leisure as well as corporate travellers along with sumptuous cuisines for guests to relish during their stay.",,,41.0,,,25.6224136,85.11275479999999,1 Adult 1 Kid,House,976per night incl. tax,Single Non-A/C Rooms,Not Verified
Acceptance Rate:100 percent|Response Time:< 6 hours,AC,"What should you know? Hotel Rijent is located in the heart of Lalitpur. The hotel is at a distance of less than 3 km from Lalitpur Junction railway station, making it an ideal choice to stay for your business and leisure trips. The category of rooms provided by the hotel includes double A/C rooms and double non A/C rooms. The hotel provides amenities such as a business center, free internet, and a bar for you to relax after a long day in the city. The hotel is located at a distance of 110 km from the Jhansi Airport.Why should you stay here? The rooms are clean and well maintained, and the staff is courteous.",,,,,,24.6915531,78.4176865,2 Adults 2 Kids,Hotel,389per night incl. tax,Double Non-A/C Rooms,Not Verified
Acceptance Rate:100 percent|Response Time:< 6 hours,Newspaper|AC,"What should you know? A cosy budget facility with 14 simple and comfortable furnishings, the Radiant YMCA Tourist Hostel offer guests a homely experience. Located close to the Varanasi Junction Railway Station (6 km) the hostel offers sights around, namely Harishchandra Ghat, Darbhanga Ghat, New Vishwanath Temple, and Alamgir Mosque. Elemental services that are availed here include internet access, station transfers, laundry, parking, and travel assistance. The accompanying restaurant serves north & south Indian, Chinese, and Continental cuisines.Why should you stay here? The stay is a minimum budget hostel suited for travellers lodging for a short spell on a shoestring budget.",,,19.0,,,25.3090897,82.9885025,1 Adult 1 Kid,Hotel,723per night incl. tax,Single Non-A/C Rooms,Not Verified
Response Time:< 6 hours|Acceptance Rate:0 percent,Newspaper|AC,"What should you know? Located near Charlotte Lake, and Main Bazaar, Westland Hotel shields you from the chaos of the city. Places of interest like Echo Point is located 1.8 km away. This luxury resort has rooms that are spacious with British-style architecture and large verandahs. Amenities like car rental, STD/ISD, internet, badminton, horse riding, swimming, and trekking are available here. Why should you stay here? This hotel is an apt choice for both adventure and leisure travellers.",,,2.0,,,18.9813538,73.2686157,2 Adults 2 Kids,Hotel,4807per night incl. tax,AC Deluxe,Not Verified
Acceptance Rate:100 percent|Response Time:< 6 hours,WiFi|Card Payment|Parking|AC,"What should you know? Hotel HKJ Palace is located near to the Kashi Vishwanath Temple. The rooms in this hotel are air-conditioned and have attached bathrooms, telephones, televisions, and free WiFi access, The hotel provides room service, laundry service, parking facility, and ticket booking service. The holy places of Varanasi like the Kashi Vishwanath Temple, the River Ganga and its bathing ghats, and places like Ram Kund and Lakshmi Kund are quite close to this hotel. The Benares Junction Railway Station is around 4 km away, while the Lal Bahadur Shastri International Airport is approximately 26 km away. The famous Brown Bread Bakery is less than a kilometer away.Why should you stay here?",,,43.0,,,25.308298100000002,83.00646970000001,1 Adult 2 Kids,Hotel,1667per night incl. tax,Deluxe AC Single,Not Verified
Acceptance Rate:100 percent|Response Time:< 6 hours,WiFi|Pickup & Drop|Parking|AC,"What should you know? Sreeraj Residency is a business class accommodation option in the city of Thrissur. The hotel is well known for blending traditional Indian hospitality with great services. The rooms of the hotel are well-furnished and equipped with several modern amenities for the comfort and convenience of the guests, which include a colour television and a direct-dial telephone. The rooms are also categorised as Economy, Deluxe, Suite, and Maharaja Suite Rooms. The hotel also has its own coffee shop where guests can relax and spend their free time.Why should you stay here? There are many tourist attractions near the hotel such as Vadakkumnathan Temple and Sree Krishna Temple.",,,16.0,,,10.564118400000002,76.1712723,2 Adults 2 Kids,Hotel,1367per night incl. tax,Economy AC Double,Not Verified
Acceptance Rate:100 percent|Response Time:< 6 hours,Swimming Pool,"What should you know? Durshet Forest Lodge is located in the middle of 35 acres of a private teak forest. The bank of river Amba, which is located nearby is a good place for both bird watching and trekking. Lonavala is located 33 km away from this lodge. Among the facilities offered here are breakfast service and barbecue grill. Business center and swimming pool facility are also available at Durshet Forest Lodge. A common dining hall serves vegetarian food.Why should you stay here?",,,2.0,,,18.699966399999997,73.2990265,2 Adults 2 Kids,Lodge,6500per night incl. tax,Cottage Room Small Double Bedded,Not Verified
Acceptance Rate:100 percent|Response Time:< 6 hours,Newspaper|AC,"What should you know? Hotel Windsor is a budget-friendly property situated in the heart of the city of Patna. The Patna airport is approximately 6.5 km from the hotel. The hotel offers several amenities like travel desk, a doctor on call, barbeque, laundry service, an in-house restaurant, 24 hours check out, business center, safe deposit boxes, local sightseeing, cars for hire, and round-the-clock room service. Its restaurant serves Continental, Chinese, and Indian dishes. Its 79 well-appointed rooms are divided into several categories like Royal Club, Suite Room, Club Room, Mini Club Room, and Deluxe room. The in-room amenities include cable TV connection, running hot/cold water, telephone with both international and local call facilities, and an attached bathroom.Why should you stay here? The bus stand and the railway station are located within a kilometre from the hotel.",,,12.0,,,25.6085815,85.1418152,1 Adult 2 Kids,Hotel,2375per night incl. tax,Deluxe AC Single,Not Verified
Acceptance Rate:100 percent|Response Time:< 6 hours,Card Payment|Elevator|AC,"What should you know? Situated opposite Manikanta book stall lane, Hotel Jagadeeswari is a 2 star hotel. This 6 storeyed building has 27 AC as well as non-AC rooms. A banquet hall for parties and special occasions, airport transfer, internet (chargeable), power backup, medical services, and travel desk assistance. The hotel also has room service and an in-house restaurant. Apart from this, there are many restaurants nearby too. Rajahmundry Airport is about 16 km and railway station is just 2 km away. Why should you stay here? Apart from being close to railway station, this business guest house is situated close to main road providing easy accessibility to many commercial areas and places of interest.",,,14.0,,,16.997346899999997,81.77345279999999,1 Adult 1 Kid,Hotel,700per night incl. tax,Single Non-A/C Rooms,Not Verified
Response Time:< 6 hours|Acceptance Rate:67 percent,Newspaper|AC,,,,9.0,,,16.986682899999998,81.78228,1 Adult 1 Kid,Hotel,1055per night incl. tax,Single A/C Rooms,Not Verified
