city,description,image_count,latitude,longitude,property_id,property_name,property_type,room_price,room_types,service_value,acceptance_rate,response_time,adult_occupancy,child_occupancy,AC,Newspaper,Parking,WiFi,Card Payment,Elevator,Pickup & Drop,Free Breakfast,Veg Only,Bar,Laundry
Kozhikode,"What should you know? This accommodation facility provides stay in a total of 3 comfortable and spacious rooms that are available to guests. Amenities available in each room include a colour television with satellite connection, attached bath, ready availability of hot and cold water, and a comfortable bed. Some other basic hotel facilities include CCTV security, kidsÂ play area, and laundry services.Why should you stay here? Guests can visit the nearby sea beach, which makes it an ideal stay choice for guests seeking a quiet getaway with family or friends.",9.0,11.3289804,75.74299620000001,72090,The Jack Fruit Tree At Beach,Hotel,6223.0,Double A/C Rooms,Verified,100,< 6 hours,2.0,2.0,True,False,False,True,False,False,False,True,False,False,False
Lonavala,"What should you know? Located just opposite the famous Kailash Parbat hotel in Lonavala, Kadamb Sahyadri Hotel provides good accommodation for guests at affordable rates. The hotel has a total of 36 AC guest rooms across two floors which are equipped with basic amenities. The hotel also has an in-house multi-cuisine restaurant which offers mouth-watering meals and appetizers. The guests are also offered free parking facility, along with laundry and cleaning service.Why should you stay here? Kadamb Sahyadri Hotel is suitable for all types of travellers who wish to enjoy a pleasant vacation amongst the scenic backdrop of Lonavalas best known Water reservoirs, Buddhist caves, and trekking trails.",26.0,18.7566376,73.4061661,32124,Kadamb Sahyadri Hotel,Hotel,1156.0,Double Non AC Room Without TV,Not Verified,100,11 hours,2.0,2.0,True,False,True,False,False,False,False,False,False,False,False
Varanasi,,,25.295177499999998,83.0052567,105322,Hotel Aakash Ganga,Hotel,534.0,Single Non-A/C Rooms,Not Verified,100,< 6 hours,1.0,1.0,True,False,False,True,False,False,False,False,False,False,False
Kurnool,"What should you know? Located in the bustling Kurnool District is Hotel Harsha Regency. Decent accommodation with well-appointed rooms, this hotel is a budget stay. Amenities include Wi-Fi service, conference room and banquet facility, tea and coffee maker, cable television, parking, laundry service, doctor-on-call, air-conditioned rooms, in-room locker, restaurant, room service, and travel desk. Why should you stay here? This hotel offers a comfortable stay at reasonable rates to guests. It is an ideal choice of stay for bikers, backpack travellers, and solo travellers.",,15.828219400000002,78.0373001,56624,Hotel Harsha Regency,Hotel,1586.0,Single A/C Rooms,Not Verified,100,< 6 hours,1.0,1.0,True,True,True,False,True,True,False,False,False,False,False
Alappuzha,"What should you know? Amidst the labyrinthine system of backwaters, this hotel is an opulent place to stay for a holiday. It has 40 luxury villas, majority of them with their own private pools. This hotel provides amenities like Wi-Fi, buffet breakfast, concierge services, travel desk, indoor games, fitness centre with gym, spa, free parking, yoga, bar/lounge, currency exchange, and room service. In-room amenities include LED TV with regional and international channels, music system, ironing service, babysitting/child services. This hotel is 11.2 km away from Cherthala Railway Station, 10.3 km from KSRTC Bus Stand, and 69.6 km away from Cochin International Airport.Why should you stay here? Largely emphasizing on Ayurveda, travellers can indulge in body treatments and massages at spa, unwind at the beach, or revel in performances by local traditional dancers.",0.0,9.6314955,76.2974777,58630,Carnoustie Beach Resorts And Spa,Resort,32620.0,Akund Deluxe Villa Double,Not Verified,100,< 6 hours,6.0,2.0,False,True,False,False,False,False,False,False,False,False,False
Kurnool,"What should you know? Located in Bhudhawarpet in Kurnool, this hotel houses guests in well-maintained rooms that are classified into Standard rooms, Executive Deluxe rooms, and Suites. This place offers two conference rooms, which can seat up to 120 guests. In-room amenities include an LCD TV, attached bathroom with running hot/cold water, and a built-in safe. Other facilities provided here are car parking, room service, complimentary breakfast, and free wifi. It also has a well-lit multi-cuisine restaurant, which offers delicacies from around the world.Why should you stay here? This lodging facility is in a 50 km radius to various famous pilgrim spots, such as Mantralayam, Ahobilam, and Mahanandi.",,15.6662188,78.0880051,63414,Sasya Pride,Hotel,2025.0,Single A/C Rooms,Not Verified,100,< 6 hours,1.0,1.0,True,True,True,False,True,True,False,False,False,False,False
Kozhikode,"What should you know? Hotel Metro Tower has 50 rooms in total which are categorised into Single Standard rooms, AC Deluxe rooms, AC Classic rooms, 3 Bed Deluxe rooms, and Suite rooms. Some of the amenities available at the hotel are cable television, room service, travel arrangement assistance, a doctor on call, all major credit cards accepted for payment, 24 hours hot water, laundry, ample car parking, and 24 hours check-in and check-out. It also has a hall for parties or conferences. The hotel is 2 km from Lions Park and Kozhikode Beach. The railway station is 1.5 km from the hotel.Why should you stay here? The hotel is located in proximity to numerous tourist hotspots making it ideal for travellers looking for accommodation within the city.",4.0,11.245451,75.78538509999998,52342,Hotel Metro Tower,Hotel,517.0,Standard Non AC Single,Not Verified,36,78 percent,1.0,2.0,True,False,True,False,True,True,False,False,False,False,False
Kumarakom,"What should you know? Cocobay Resort is situated amidst swaying palm trees and is ideal for both leisure and corporate travellers. This 3-star hotel is close to several tourist spots of the town, such as Vembanad Lake, Kumarakom Bird Sanctuary, Kumarakom Backwaters and Thirunakkara Mahadeva Temple. The hotel has a total of 22 rooms which are designed in traditional Kerala architecture. The rooms have verandas, which face the lake, giving a lovely view of nature to the guests. Some of the in-room amenities are safe deposit lockers, refrigerators, international plug points, and bedside control panel for room lights. The hotel also has its own swimming pool for guests to enjoy themselves, and a business centre where corporate travellers can organize business meetings and conferences.Why should you stay here? Cocobay Resort provides comfortable accommodation in a well-connected area of Kumarakom with easy access to attractions like Vembanad Lake, Kumarakom Bird Sanctuary, and Thirunakkara Mahadeva Temple.",11.0,9.618339500000001,76.357254,10208,Cocobay Resort,Resort,3670.0,Suite Single,Not Verified,<,0 percent,1.0,2.0,False,True,False,False,False,False,False,False,False,False,False
Rajahmundry,"What should you know? KSR Royal Fort is located in an ideal part of Rajahmundry that is close to important business centres. The rooms in the hotel are spacious and clean, and have a view of the majestic Pushkar Ghats. Guests have an option between river facing and non-river facing rooms. The amenities provided by the hotel include complimentary breakfast, high speed internet, 24-hour fax and email browsing, a TV, hot and cold water, coffee and tea maker, a mini bar, board room, a health club, business center, room service, a safe deposit locker, hair dryer, tourism and travel desk, a doctor on call, and exclusive parking.Why should you stay here?",0.0,17.0063362,81.769104,21711,KSR Royal Fort,Hotel,1273.0,Standard Room,Not Verified,100,< 6 hours,2.0,2.0,False,True,False,False,False,False,False,False,False,False,False
Varanasi,"What should you know? Located in the core city area of Varanasi, on Tripura Bhairav Ghat, Rashmi Guest House offers a beautiful view of the Ganges River to its visitors. The property has a total capacity of 16 rooms which are divided into two categories, super deluxe rooms and standard rooms. Its in-house rooftop restaurant offers a variety of cuisines. Some of the services include room service, internet cafe, travel desk, car rental, medical assistance, and Ayurvedic massage.Why should you stay here? The Dolphin Restaurant in the hotel is considered to be one of the best in the city.",16.0,25.3080521,83.0110321,13479,Rashmi Guest House,House,2906.0,AC Standard Non River View,Not Verified,100,< 6 hours,2.0,2.0,False,False,True,True,False,False,False,False,False,False,False
Varanasi,,13.0,25.2960072,83.0004349,89054,HKJ International,Hotel,1667.0,Super Deluxe AC Single,Not Verified,100,< 6 hours,1.0,2.0,True,False,False,True,False,False,False,False,False,False,False
Latur,"What should you know? The hotel is situated on Silver Jublee Road. It offers facilities like a front desk, valet parking, laundry service, internet access, bar, and video conferencing facility. The property provides accommodation in rooms that come with in-room services like cable television, and an attached bathroom. Guests staying at this property can enjoy the culinary delights of the in-house multi-cuisine restaurant that serves a variety of local and regional dishes.Why should you stay here? The location of this hotel is convenient for visitors as it is well connected, near to the bus stop and is within walking distance from Nana Nani Park and Rama Big Cinemas.",6.0,18.399427399999997,76.57341,50706,Hotel Relax,Hotel,445.0,Single Non-A/C Rooms,Not Verified,100,47 minutes,1.0,1.0,True,True,False,False,False,False,False,False,False,False,False
Begusarai,,,25.4113846,86.1317215,55226,Ram Janki Guest House,House,200.0,Non A/c Double(Type 1),Not Verified,100,< 6 hours,2.0,2.0,False,True,False,False,False,False,True,False,False,False,False
Patna,"What should you know? Hotel Chanakya Inn consists of 4 floors that have 33 well-equipped rooms, which have been constructed with modern amenities. The hotel provides reliable hospitality and sight-seeing assistance. There is the option of hiring luxurious cars for travelling at this hotel. Other facilities include state of the art fitness center and a conference facility for business or family events. All the rooms have been built with an AC, internet facility, doctor on call service, and laundry services. The hotel accept all major debit and credit cards.Why should you stay here? The hotel is close to Chandni Market and the famous temple called Mahavir Mandir.",39.0,25.60145,85.1385269,43050,Chanakya Inn,Hotel,1690.0,Day Use Room (9 am - 6pm),Not Verified,100,< 6 hours,1.0,2.0,True,True,False,False,False,False,False,False,False,False,False
Varanasi,"What should you know? Located in the heart of Varanasi, Hotel Atithi Satkaar lies in the Godowlia area. The hotel is within easy access from many attractions such as Shri Kashi Vishwanath Temple and Dashashwamedh Ghat. This hotel offers superior rooms and suites with all the amenities. It is around 24 km from Lal Bahadur Shastri International Airport and Varanasi Junction Railway Station is around 5 km away. A budget hotel that comes in handy when travelling with friends or family. It provides various amenities like a doctor-on-call, travel desk, parking area, and 24x7 room service.Why should you stay here? Hotel Atithi Satkaar provides an ideal base to explore Varanasi, the city of Ghats.",10.0,25.309654199999997,83.00341800000001,32940,Atithi Satkaar Hotel,Hotel,1563.0,Double Non-A/C Rooms,Not Verified,100,< 6 hours,2.0,2.0,True,False,True,True,True,True,False,False,False,False,False
Kurnool,"What should you know? Rajavihar Deluxe Hotel has 5 categories of rooms- standard non AC, standard AC, Superior, RV Suite, and Budget Rooms. There are 50 rooms fitted with amenities like attached bathroom, colour tv, refrigerator and air-conditioning. The hotel houses a vegetarian restaurant, a non-vegetarian restaurant, and an air-conditioned bar and restaurant. Tourists can visit popular places like Belum Caves, Birla Mandir, Srisailam, Rollapadu Bird Sanctuary, Mahanandi, Gundla Brahmeswaram Wildlife Sanctuary, Ahobilam, Kurnool Fort, Nagarjunasagar Srisailam Sanctuary, Alampur, Mantralayam, Tomb of Abdul Wahab, Yaganti and many more. The hotel is located 198 km from Rajiv Gandhi International Airport, 2 km from Kurnool Railway Station and 1 km from Kurnool Bus Stand.Why should you stay here? Rajavihar Deluxe Hotel is situated caters to both vacationers as well as business travellers.",,15.8276701,78.0354233,11974,Hotel Rajavihar Deluxe,Hotel,1302.0,Single Non-A/C Rooms,Not Verified,100,< 6 hours,1.0,1.0,True,False,True,False,False,False,False,False,False,True,False
Matheran,"What should you know? Hotel Lakeview has been in operation for the last 10 years in Matheran. Located on the foothills of the beautiful Sahyadri Hills, the hotel has rooms, which are equipped with all the basic facilities, the rooms are well-furnished and spacious. Some of the amenities provided by the hotel are in-house laundry, doctor-on-call, and a well-informed travel desk.Why should you stay here? Prabal Fort and Hart Point are tourist spots located close to the hotel.",7.0,18.9815674,73.26818850000001,14018,Hotel Lakeview,Hotel,1334.0,Standard Double Without TV,Not Verified,100,< 6 hours,2.0,2.0,False,False,False,False,False,False,False,False,False,False,False
Thiruvalla,,,9.3895922,76.5785675,24291,Panchami Hotel,Hotel,950.0,Double Non-A/C Rooms,Not Verified,100,< 6 hours,2.0,2.0,True,False,True,False,True,False,False,False,False,True,False
Tiruchirappalli,"What should you know? Occupying an area of about 5 ½ acres, SRM Hotel consists of independent cottages as well as a new tower block. All the villas and rooms in this hotel are centrally air conditioned and equipped with color television, direct dial telephone, internet connection, energy saver systems, and an attached bathroom with 24 hour hot/cold water. The guests who are inclined to enjoy liquors can visit the onsite bar, On the Rock. SRM Hotel is no more than 10 minutes from the airport. Tourist spots like Jambukeswarar Temple, Government Museum, Rock Fort temple, and Mukkombu (Upper Anaicut) are close by.Why should you stay here? SRM hotel lies close to some of the top tourist attractions in the region.",43.0,10.7750578,78.6983337,12114,SRM Hotel,Hotel,3112.0,Executive Room Double,Not Verified,100,< 6 hours,2.0,2.0,False,True,False,False,False,False,False,False,False,False,False
Imphal,,,24.813980100000002,93.93939209999999,95558,Hotel Imphal,Hotel,1800.0,CLASSIC STANDARD (Non AC) (CP),Not Verified,100,< 6 hours,1.0,2.0,False,True,False,False,False,False,False,False,False,False,False
Imphal,,,24.814035399999998,93.9393997,73598,Hotel Apollo,Hotel,889.0,Single Non-A/C Rooms,Not Verified,100,18 minutes,1.0,1.0,True,True,False,False,False,False,False,False,False,False,False
Varanasi,"What should you know? Om Guest House offers comfortable accommodation in both air-conditioned and non-AC guest rooms. It provides modern amenities like railway station transfer, taxi service, yoga classes, laundry service, a doctor on call, guide service, and room service. The hotel has 16 well-appointed rooms with amenities like shower area, hot/cold water supply, well-maintained attached bathrooms, Wi-Fi access in all its rooms, DVD player on request, a telephone, and a television. It is situated close to River Ganga, Sankat Mochan Temple, and Harishchandra Ghat. . The bus station as well as the railway station are approximately 6 km from the hotel while Lal Bahadur Shastri International Airport is around 26 km away.Why should you stay here? It has several prominent tourist attractions at close proximity.",3.0,25.285829500000002,83.00548549999999,48518,Om Guest House,House,237.0,Single Non-A/C Rooms,Not Verified,100,< 6 hours,1.0,1.0,True,False,True,True,False,False,False,False,True,False,False
Lalitpur,,,24.6929932,78.404129,80676,Hotel Kailash,Hotel,945.0,Deluxe A/c Double Room,Not Verified,100,< 6 hours,2.0,2.0,True,True,True,True,False,False,True,False,False,False,False
Varanasi,It is sometimes used by people who wish to improve their language skills and become familiar with the local lifestyle.,21.0,25.2890091,82.9684067,108666,Sakila Homestay,Homestay,473.0,Non A/c Single,Verified,100,< 6 hours,1.0,0.0,False,True,False,False,False,False,False,True,False,False,False
Lalitpur,,,24.7009792,78.4200745,68390,Hotel Golden Drive,Hotel,1334.0,Deluxe A/c Double,Not Verified,100,< 6 hours,2.0,2.0,True,True,True,False,False,False,False,False,True,False,False
Yamuna Nagar,What should you know?00 noon. There is an extra charge for additional occupancy.Why should you stay here? Jyoti Hotel is close to various important tourist and commercial areas of the town.,12.0,30.131919899999996,77.28085329999999,24721,Jyoti Hotel,Hotel,2770.0,Semi Deluxe Room A/c,Not Verified,100,< 6 hours,2.0,2.0,True,False,True,True,True,False,False,False,False,True,False
Tiruchirappalli,"What should you know? Rockfort Residency offers a set of 2 and 3 bedroom flats, which come with several amenities. This type of accommodation is ideal for people who are on a tight budget. The flat possess all the basic facilities including air-conditioner, wifi connectivity, laundry, multi-cuisine restaurant, medical assistance, travel desk, modular kitchen, and separate shelter for drivers. Home-cooked food is also available on request.Why should you stay here? Several tourist destinations like Rockfort Temple, Srirangam temple, Vayalur Murugan Temple, Mukkombu Dam, and Kudumiyanmalai Shiva temple are located within a range of 10-25 km, making it ideal for leisure travellers.",14.0,10.851767500000001,78.7020645,27935,Rockfort Residency,Hotel,3465.0,2 BHK,Not Verified,100,< 6 hours,4.0,2.0,False,False,True,False,False,False,False,False,False,False,False
Varanasi,"What should you know? Palace on Ganges offers budget accommodation in the religious capital of India, Varanasi. The hotel offers 24 well-appointed guestrooms equipped with all modern amenities such as writing desk, cable TV, internet access, telephone, refrigerator, and tea/coffee maker. Other facilities at the hotel are 24-hour front desk, parking, travel desk, 24-hour security, 24-hour room service, business facilities, doctor-on-call, and an in-house restaurant. The hotel is 26.3 km from Lal Bahadur Shastri International Airport and 6.6 km from Banaras City Junction.Why should you stay here? Palace on Ganges is located closely to Varanasis many important tourist spots such as Kashi Vishwanath Temple, Bharat Mata Temple, Banaras Hindu University, and Jantar Mantar. Besides, Assi Ghat is a major hub in the city.",8.0,25.288652399999997,83.00676729999999,65,Palace On Ganges,Hotel,9243.0,Heritage Double Room,Not Verified,100,< 6 hours,2.0,2.0,False,True,False,False,False,False,False,False,False,False,False
Varanasi,"What should you know? Situated in the holy city of Benares, Ganga Monastery has some of best views of the mighty Ganges river in town. This hotel has well-appointed rooms, and the facilities provided to the guests include a doctor-on-call, car-parking space, a travel desk, a front office, and laundry service. The in house multi-cuisine restaurant serves North Indian, Chinese, and Continental food. The famous Kashi Vishwanath Temple is 3.8 km away from Ganga Monastery. The Varanasi Railway Station is 7 km away from the hotel, and the airport is 29 km away.Why should you stay here? Ganga Monastery offers some of the best views of Indias most-revered river, the Ganges.",5.0,25.2850628,83.0079422,44458,(*)Ganga Monastery,Hotel,3788.0,Standard AC Double,Not Verified,100,< 6 hours,2.0,2.0,True,True,False,False,False,False,False,False,False,False,False
Rajahmundry,"What should you know? Sai Krishna River View is situated in the middle of the town and approximately 2 km from the railway station. With the total of 20 spacious and comfortable rooms, the hotel provides necessary amenities at pocket friendly rates. Some of the common and basic amenities available in the rooms are safe deposit locker, STD/ISD telephone, and colour television. The hotel provides several facilities, which include round the clock coffee shop, internet access, laundry service, and free daily newspaper.Why should you stay here? The tariff of the hotel is affordable and the accommodation is also very comfortable and peaceful.",4.0,17.0024471,81.7674866,15658,Sai Krishna River View,Hotel,420.0,Single Non AC Room,Not Verified,100,12 hours,1.0,2.0,True,True,False,False,False,False,False,False,False,False,False
Varanasi,"What should you know? A leisurely stroll away from the holy Ganges and Shri Vishwanath Temple, Hotel Vibhav Harsh has set the standards for hospitality, luxury, decor, and technology in the region. Offering the best of services and comfort, each room in this hotel is fitted with modern features, warm lighting, private bathroom, and TV facilities. The in-house restaurant at the hotel whips up a fine selection of dishes. Airport shuttle service, free transfers to Varanasi and Mughalsarai railway station, and safety deposit boxes can be availed of at the 24 hour front desk. The tour desk in this hotel makes day trip arrangements.Why should you stay here? Just 3 km for IP Mall, 4.5 km from Varanasi Railway Station, and sitting right in the center of the main shopping spots, Hotel Vibhav Harsh is ideal for all first timers to Varanasi.",16.0,25.3079185,83.0062714,32986,Hotel Vibhav Harsh,Hotel,2760.0,Classic AC Double,Not Verified,100,< 6 hours,1.0,2.0,True,True,False,False,False,False,False,False,False,False,False
Tiruchirappalli,"What should you know? Situated in the city of Trichy, Grand Gardenia is a popular luxury hotel. It has well-appointed rooms and the offers a host of facilities to the guests like a doctor-on-call, a 24-hour front desk, car parking space, travel assistance, internet connectivity, laundry service, room service, and a travel desk. There is a multi-cuisine, rooftop restaurant called Golden Palm and a restaurant specialising in local food called Kannappa Chettinadu Restaurant. Some places of interest close to the hotel are St John Church, Kallanai Dam, Viralimalai Murugan Temple, and Gunaseelam Vishnu Temple. The Trichy Railway Station is 1 km away from the hotel while the airport is 5 km away. Why should you stay here? Grand Gardenia is ideally located in the city centre close to the railway station and airport making it a great place to stay and explore Tiruchirapalli.",14.0,10.7855778,78.6890259,14222,Grand Gardenia,Hotel,2804.0,Executive Single Room,Not Verified,100,< 6 hours,1.0,2.0,False,True,False,False,False,False,False,False,False,False,False
Sikar,"What should you know? Sunrise Hotel is located very close to the railway station in the beautiful city of Sikar. The hotel has spacious rooms with basic amenities. The facilities provided to guests include room service, a doctor-on-call, a 24 hour front desk, laundry service, car parking space, and travel assistance. There is a business centre and conference call in Sunrise Hotel. There is a multi-cuisine restaurant in the hotel that serves Rajasthani, Punjabi, and Chinese food. The Sikar Railway Station is 0.2 km away from the hotel and the bus stand is 1.9 km away.Why should you stay here? Sunrise Hotel is conveniently located close to the railway station and bus stand making it a great place to stay for business and leisure travellers alike.",6.0,27.617382,75.15167240000001,21619,Sunrise Hotel,Hotel,1145.0,AC Standard Single,Not Verified,100,< 6 hours,1.0,2.0,True,False,True,True,True,False,False,False,True,False,False
Alappuzha,"What should you know? This is a budget hotel in Alappuzha with comfortable rooms for all types of tourists. There are 16 rooms in this property that are equipped with basic amenities like internet access, air-conditioner, attached bath, and colour television. The hotel also offers essential facilities like valet car parking, front desk, and room service.Why should you stay here? Hotel tourists can visit a number of interesting places in the city, such as Pathiramanal, Krishnapuram Palace, and Alappuzha Beach.",,9.493830699999998,76.32196809999999,64950,Chembil Tourist Home,Hotel,250.0,Dormitory Non AC Per Person,Not Verified,100,< 6 hours,25.0,2.0,True,True,False,False,False,False,False,False,False,False,False
Patna,"What should you know? Hotel Pataliputra Ashok is located at a distance of less than 3 km from Patna Junction Railway Station, and 5.2 km from Patna International Airport. The property has a maximum capacity of 46 rooms and two suites. Some of the services include in-room safe, internet access, business centre, free parking, swimming pool, room service, travel and tour desk, courier service, doctor on call, laundry, party room, and banquet hall. The in-house restaurant offers Indian and Continental dishes.Why should you stay here? The famous Buddha Smriti Udyaan is located less than 2km away from Hotel Pataliputra Ashok.",16.0,25.609355899999997,85.1298599,1107,Patliputra Ashok,Hotel,6809.0,Club Single,Not Verified,100,< 6 hours,1.0,2.0,False,True,False,False,False,False,False,False,False,False,False
Kozhikode,"What should you know? Harivihar Ayurvedic Heritage Home is an established Ayurvedic centre set in pure and tranquil surroundings. Satvik food is served with Ayurvedic preparations to the guests. Internet connectivity is provided to keep you connected to the the outside world. Astrologer visits, cultural programmes, and a dip in the pond are additional advantages offered in this retreat.Why should you stay here? Daily Yoga sessions along with Ayurvedic massages relieve you of ailments, and give you an undiscovered freshness.",13.0,11.2800426,75.7746277,12036,Harivihar Ayurvedic Heritage Home,Hotel,5895.0,Single Non AC,Not Verified,100,< 6 hours,1.0,2.0,True,False,True,False,False,False,False,False,True,False,False
Tiruchirappalli,"What should you know? Hotel Annamalai is located at a convenient place in Tiruchirappalli, on McDonalds Road. The rooms are clean, well-maintained, and equipped with modern amenities such as air-conditioning, TV, refrigerator, safe, telephone with STD/ISD facility, daily housekeeping service, and wifi. Other than these, the hotel features include a travel desk, room service, laundry, car parking, deposit locker, and doctor-on-call. The hotel has a multi-cuisine restaurant which serves a variety of delicacies. They have a conference hall for business purpose which offers a good capacity.Why should you stay here? The hotel is an ideal destination for both business travellers and tourists. Guests can visit the prominent attractions like Vekkaliamman Temple, Uyyakondan Thirumalai Temple, Government Museum, St Johns Church, and Kallanai Dam, which are accessible from the hotel.",9.0,10.7978888,78.6823196,20851,Hotel Annamalai,Hotel,1210.0,Double Non AC,Not Verified,<,50 percent,2.0,2.0,True,True,False,False,False,False,False,False,False,False,False
Jhunjhunu,"What should you know? Apani Dhani is a family-run eco-friendly guest house in Nawalgarh, Rajasthan. With organic vegetables used from their own garden for preparing mouth-watering Indian cuisines, the guest house and its staff members make every attempt to provide safe and hygienic home-cooked food to its guests. There is a doctor-on-call, car rental, travel arrangement, room service, ayurvedic massages, and swimming pool.Why should you stay here? A friendly atmosphere that will surely make the guests think of it as a home away from home.",3.0,27.8538685,75.2579803,13129,Apani Dhani Ecolodge,Lodge,1617.0,Superior Non A/c,Not Verified,100,< 6 hours,2.0,2.0,False,False,True,False,True,False,False,False,True,False,False
Varanasi,"What should you know? An extremely affordable hotel for the average tourist, Sarweshwary Residency Lodge promises a comfortable stay with 28 well-maintained rooms, prompt room service, and a good restaurant. This hotel also offers free Wi-Fi and parking and allows pets. It is located 10 km from Varanasi Junction Railway Station and 30 km from Lal Bahadur Shastri International Airport.Why should you stay here? Sarweshwary Residency Lodge is located within walking distance from the ghats and hence is ideal for those on a visit to the holy Ganges.",,25.2788906,83.004837,32968,Sarweshwary Hotel,Hotel,1138.0,Double Non-A/C Rooms,Not Verified,100,< 6 hours,2.0,2.0,True,False,True,False,True,True,False,False,False,False,False
Jhunjhunun,"What should you know? This hotel has 23 rooms in total spread across 2 floors. The rooms are categorised into Deluxe, Luxury, and Royal rooms. A maximum of 3 adults are allowed in a room. Facilities available to guests at this hotel are an attached bathroom with running hot/cold water, bottle opener, wardrobe, bottled water, ceiling fan, centrally air-conditioned facility, kitchenette, moisturiser, desk, tea/coffee maker, and toothbrush/razor on request. Airport transportation, breakfast service, restaurant, newspaper, lounge, swimming pool, steam room, wedding services, and laundry service are the other facilities available at this place.Why should you stay here? This is a royal vintage-type hotel and guests staying here get a captivating feeling.",6.0,27.974744800000003,75.185997,67210,Vivaana Culture Hotel,Hotel,7655.0,Deluxe room,Not Verified,100,< 6 hours,2.0,2.0,False,True,True,True,False,False,True,False,False,False,False
Varanasi,What should you know?00 pm. The hotel is 15 km from Varanasi Babatpur airport.Why should you stay here? The hotel is ideal for visitors to the city who are looking for good accommodation at reasonable tariffs.,10.0,25.2885647,83.0059128,47538,Anami Lodge,Lodge,405.0,Single Non-A/C Rooms,Not Verified,100,< 6 hours,1.0,1.0,True,False,True,True,False,False,False,False,False,False,False
Kurukshetra,"What should you know? This is a pocket-friendly accommodation located at the centre of the city. The rooms here are spacious and categorised as Economy, Deluxe, Super Deluxe, and Family rooms. Some of the amenities available in the rooms include a colour television, attached bath, and a cosy bed. The hotel also provides several facilities such as security, currency exchange, power backup, and car parking.Why should you stay here? There are several tourist hot spots in proximity to the facility such as Birla Mandir, Sri Krishna Museum, and Brahma Sarovar.",6.0,29.972045899999998,76.83826450000001,55728,Hotel Silver Sand,Hotel,1733.0,Economy A/c Double,Not Verified,100,< 6 hours,2.0,2.0,True,True,False,False,False,False,False,False,False,False,False
Kurukshetra,,,30.012531300000003,76.8374939,76050,Hotel City Heart,Hotel,712.0,Double Non-A/C Rooms,Not Verified,100,< 6 hours,2.0,2.0,True,True,False,False,False,False,False,False,False,False,False
Varanasi,"This establishment is situated in Bangali Tola. There are 10 rooms in this guest house that come with a range of amenities like air-cooling, attached bathroom, dressing mirror, and a telephone",7.0,25.3062057,83.00793459999998,107228,Manaka Guest House,House,332.0,Single Non AC,Verified,100,19 hours,1.0,0.0,False,True,False,True,False,False,False,True,False,False,False
Varanasi,"What should you know? Situated in the heart of Varanasi, Hotel Elena offers 19 well-appointed rooms having various amenities such as attached bathrooms, tea/coffee maker, internet access, and a television. Apart from this, the hotel has a business centre, travel desk, doctor on call, and 24-hour room service. It also provides railway station and airport transfers. It is around 21.6 km from Varanasi Airport and the railway station is a short ride away. Various attractions such Astronomical Observatory, and International Yoga Clinic & Meditation Centre are close to the airport. Why should you stay here? Hotel Elena gives you a beautiful vantage point while visiting this holy place. Guests can explore many religious sites and temples along the banks of river Ganga.",12.0,25.3051281,83.0094452,48896,Hotel Elena,Hotel,826.0,Double Back Side Non AC Room,Not Verified,100,< 6 hours,2.0,2.0,True,False,False,False,False,False,False,False,False,False,False
Rajahmundry,"What should you know? Hotel Urvashi is approximately 5 km from the bus stand and about 1 km from the railway station. This hotel has a total of 11 rooms, all of which are well kept and well furnished. These rooms are categorised as Air Conditioned and Non Air Conditioned rooms. Several modern day amenities are equipped in these rooms such as colour television, 24 hours availability of hot and cold water, and telephone. The hotel also takes proper care of its visitors and provides a wide range of facilities such as car parking, laundry service, doctor for emergency calls, travel desk, and 24 hours checkout facility.Why should you stay here? The location of the hotel makes it simple for the guests to visit various parts of the city.",11.0,16.999670000000002,81.7719345,26805,Hotel Urvasi Lodge,Lodge,845.0,Deluxe Non AC Double,Not Verified,100,< 6 hours,2.0,2.0,False,False,True,False,False,False,False,False,False,False,False
Patna,"VMS Homestay At Rajendra Nagar , About 1 Km From Rajendra Nagar Railway Station",15.0,25.6062737,85.1650543,109470,VMS Homestay With Breakfast,Homestay,2220.0,Double Room,Verified,100,< 6 hours,2.0,1.0,True,True,False,True,False,False,False,True,False,False,False
Thrissur,"What should you know? KR Grand Residency is situated on T.K Krishnan Road, Kunnamkulam. Here guests can avail facilities like 24-hour front desk, security, business centre, conference facilities, coffee shop, travel counter, adequate parking, kids park, internet access, and concierge. This hotel offers accommodation in 14 rooms that come with in-room privileges like 24-hour room service, air conditioning, hot and cold water, cable television, electronic safe, laundry service, minibar, tea/coffee maker, and a doctor on call. Guests staying at this property can enjoy scrumptious delicacies in the in-house multi-cuisine restaurant.Why should you stay here? This property is convenient for visitors as it is 750m away from Kunnamkulam Bus Stop, is close to eateries, and is also well connected to the market area.",2.0,10.651771499999999,76.0664291,43466,K R Grand Residency,Hotel,2878.0,Standard AC Room,Not Verified,100,< 6 hours,2.0,2.0,True,True,False,False,False,False,False,False,False,False,False
