,description,city,image_count,room_price,adult_occupancy,child_occupancy,property_id,num_amenities,zones,descr_len,deluxe,num_simhotel,wifi,ac,breakfast,service_value,acceptance_rate,response_label,Apartment,Homestay,Hotel,House,Lodge,Resort,Spa,Villa
625,"What should you know? Located in the scenic valley of Lonavala, Hotel Sapphire has a unique contemporary charm. The accommodation options vary from standard rooms to lavish suites. All the rooms are tastefully designed and furnished. It is located around 70 km from the Pune Airport and the Lonavala Railway Station is around 2 km away. The hotel has facilities such as fitness centre, game room, laundry, childrens park, meeting room and in-house multi-cuisine restaurant. Apart from this, Hotel Sapphire also provides services including 24-hour front desk, internet and doctor on call.Why should you stay here? Hotel Sapphire is conveniently located in scenic Lonavala near the famous Bushi Dam, Mahadev Temple and Valvan Dam.",Lonavala,11.0,3828.0,0.0,2.0,882.0,10.0,1.0,114.0,1.0,0.0,1.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
626,,Lakhimpur,,1250.0,2.0,2.0,79906.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
627,"What should you know? The only four star hotel in the area, Nila Residency offers unmatched service. However, its a perfect combination of modern amenities and traditional warmth. Outdoor pool, lounge bar, coffee shop, gift shop are part of the hotel, and a multi-cuisine restaurant offers a range of delicacies from variety of cuisines. Wifi connectivity, doctor-on-call, travel desk, round the clock room-service, health club, and smokers room are also provided.Why should you stay here? Spacious and well-maintained rooms. A hotel with world class service and amenities, offers a memorable stay.",Palakkad,9.0,2267.0,2.0,2.0,21141.0,4.0,1.0,91.0,1.0,8.0,1.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
628,,Varanasi,,267.0,1.0,1.0,47484.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
629,"What should you know? This guest house is situated on Kabir Road, Near Chet Singh Fort. It offers facilities like a front desk, parking facility, laundry service, airport/railway station transfer, travel counter, wi-fi access, and a doctor-on-call for the guests convenience. This property offers 17 rooms featuring in-room amenities like air-conditioning, attached bathroom, hot and cold water, intercom facility, dressing mirror, and a cable television. The hotel also houses an in-house multi-cuisine restaurant, where guests can enjoy a variety of local and regional delicacies.Why should you stay here? This facility is tourists delight as it is 200m away from Chet Singh Fort, 400m from Shivala Ghat, Shiva Temple, 3.7 km from Durga Mandir, and 1.1 km from Assi Ghat.",Varanasi,16.0,534.0,2.0,2.0,70734.0,2.0,0.0,119.0,0.0,13.0,0.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
630,"What should you know? Mohit Paying Guest House is located on the north-east bank of the lake near Sarnath Mini Zoo. The guest house offers several basic amenities like laundry service, fully music building, travel services, roof garden, and beautifully furnished single and double rooms. It provides accommodation for paying guests in the city. It offers delicious home cooked Indian food for its guests.Why should you stay here? This is an ideal abode for pilgrims, tourists, professionals as well as university students. It is one of the finest guest houses in Sarnath.",Varanasi,1.0,389.0,1.0,1.0,47374.0,4.0,0.0,92.0,0.0,13.0,1.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
631,"The Hotel Yaiphaba, Imphal is located at the heart of the commercial city center on the street of MG Avenue; surrounded by the banks, offices, hotels, local food joints and all major shops. It is one of the best hotel in Imphal, Manipur.It is also situated very close to the famous Ema Keithel and Kangla Fort. Hotel rooms located at the East have beautiful views of Kangla Fort and the Baruni Hills. The hotel is easily accessible from all the four corners of the city.The hotel will have a major advantage of being located in the area of Thangal Bazar with a high population density encompassing different communities and hence, it is ready to cater its local guests according to their taste and culture. Much to the expectations of surroundings, the hotel will gladly cater the clients of the locality till late evenings, giving ways to enjoy a night life at Imphal City.",Imphal,,2106.0,1.0,2.0,77196.0,2.0,2.0,153.0,0.0,3.0,0.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
632,"Varanasi Homestay is located in the spiritual abode of Kashi, culturally rich legendary city. My elegantly decorated home with a charming hall, air conditioned double bedroom, and attached bathrooms caters to the needs of students, pilgrims and foreign tourists who gather in thousands to Kashi everyday. Holy Ganges, Kasi Viswanathar Temple, Ramnagar Fort and Banaras Hindu University are prominent places of interest.",Varanasi,6.0,1667.0,2.0,2.0,98478.0,1.0,0.0,62.0,0.0,5.0,0.0,1.0,0.0,1.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
633,"What should you know? Hotel B K has double AC, single and double non-AC, and suite AC rooms. This hotel also offers a conference hall and a restaurant. Some of the other facilities available at this hotel are a TV with cable, 24-hour check-out time, attached bathrooms with running hot/cold water, room service, car parking, laundry service, and a lift.Why should you stay here? This hotel is suitable for short stay and is close to many transit points.",Latur,,600.0,2.0,2.0,52914.0,5.0,1.0,78.0,0.0,7.0,0.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
634,"What should you know? A perfect blend of luxury, comfort, and style, this hotel is suitable for most types of travellers. The rooms of the hotel are elegantly designed and well ventilated. All the rooms are designed to mirror traditional Rajasthani culture and are equipped with an air-conditioner, private bath, colour television, king-sized bed, and a telephone. The hotel facilities and conveniences include a front desk, room service, car parking, laundry service, and daily housekeeping.Why should you stay here? Rani Sati Temple, Sone Chandi ki Haveli, and The Modi and Tiberwala Haveli are some of the local attractions guest may choose to explore during their stay.",Jhunjhunun,13.0,2312.0,2.0,2.0,72926.0,9.0,3.0,106.0,0.0,6.0,0.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
635,"What should you know? The establishment is situated Near Bellary Chowrasta, Sampath Nagar. There are 18 rooms for accommodation in this hotel that come with amenities like room service, air-conditioning, attached bathroom, and cable television. It also provides facilities like a front desk and valet parking. The property has an in-house multi-cuisine restaurant where guests can enjoy mouth-watering meals.Why should you stay here? The hotel provides satisfactory accommodation at affordable tariff making it convenient for backpackers, leisure travellers, and budget-conscious guests. It is located on the main road therefore it is well connected.",Kurnool,,300.0,1.0,1.0,28239.0,4.0,1.0,93.0,0.0,0.0,0.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
636,"One of Calicuts finest hotel, Hotel Amrutha is located in the heart of the bustling and energetic commercial centre. Designed to satisfy every need of the business travelers as well as the tourist, the hotel offer everything from elegant rooms to efficient service. It is conveniently located at the commercial hub of the city. The service that comes straight from the heart, close proximity to the major tourist destinations, touch of regal style all turns it travelers and businessmens choice.The Calicut beach is favourite haunt of sunset viewers-Sweet Meet Street SM Street the Business Street, The Historic Beach at Kappad where Vasco Da Gama landed in the 15th Century,Thusharagiri about 50 KM away from the Hotel famous for its Trecking Tracks and waterfalls, Manachira Palace Tank of King Manavikrama Raja an architectural wonder , Sarovaram Park, very near to our Hotel, Beypore Port and Fishing harbor located at the mouth of Chaliyar River about 15 KM from our Hotel, Kadalundy Bird Sanctuary are main attraction for tourists.We offer a wide variety of specially delicious dishes prepared by for our culinary Chefs. An extensive selection of sea foods and Malabar delicacies. Consider your menu opportunities, which are tailor made to suit you. Our tantalizing array of Soups, Salads, Pastas and an exceptional selection of seafood, fowl and meat entrees are prepared with only the finest ingredients and finished off with one of our delectable desserts.Situated ideally very close to Calicut Mofussil bus stand, it manages to be easy access for travellers. The dedicated team of management & staff at Hotel Amrutha take every care to make your stay a comfortable one. The team is committed to win guest loyalty by delivering consistent services that meet and exceed expectations. Experience the best in luxury at Hotel Amrutha .Whatever your needs we are at your service.",Kozhikode,6.0,1180.0,1.0,1.0,58850.0,1.0,1.0,303.0,0.0,9.0,0.0,1.0,0.0,0.0,25.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
637,,Lakhimpur,,693.0,2.0,2.0,33820.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
638,"What should you know? The hotel offers 21 rooms that are categorised into Deluxe, Family, and Semi deluxe. The amenities offered at the hotel include a multi-cuisine restaurant, 24-hour front desk, a well-stocked bar, banquet halls, conference rooms, kitty halls, room service, and free parking. The hotel is 3 km from Jagadhri Railway Station and 2.5 km from Yamuna Nagar Bus Stand. Chandigarh Airport is 97 km away from the hotel. Why should you stay here? This luxury hotel is ISO certified and located in the heart of the city.",Yamunanagar,5.0,2657.0,1.0,2.0,55554.0,3.0,3.0,90.0,1.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
639,"What should you know? Situated just a km off the National Highway-47 is hotel Rayirath Heritage in Thrissur. The property is nestled in Vellani Hills and offers amenities like yoga & meditation, laundry service, a doctor on call, car rental, wifi, and travel desk. The rooms are fully furnished with modern facilities like cable TV and a direct-dialing telephone. The hotel has an in-house restaurant that serves authentic Kerala cuisine. It can be reached from Thrissur Railway Station which is 15 km away or from Cochin International Airport which is 60 km away. Why should you stay here? The scenic surroundings and calm ambience of the hotel are ideal for those looking for a peaceful vacation stay.",Thrissur,5.0,1467.0,1.0,1.0,36864.0,5.0,1.0,117.0,0.0,0.0,1.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
640,"What should you know? The hotel is located on Vivekananda Marg in Patna City. It offers contemporary decor in its 13 well-furnished and comfortable rooms, which are categorised into Single-bed non air-conditioned, Double-bed non air-conditioned, Double-bed air-conditioned, and Deluxe room respectively. Some of the amenities provided include air-conditioning, LED television with cable network, safe deposit locker, free wi-fi internet, tea and coffee facility, roof-top multi-cuisine restaurant, lift service, 24-hour room service, banquet hall with wedding services, pick and drop facility, car parking and valet facility, and doctor-on-call. It is 6.1 km from Patna International Airport and Patna Junction Railway Station is approximately 4.8 km from the property.Why should you stay here? The facility offers comfortable stay for leisure as well as corporate travellers along with sumptuous cuisines for guests to relish during their stay.",Patna,41.0,976.0,1.0,1.0,74724.0,3.0,2.0,134.0,0.0,10.0,1.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
641,"What should you know? Hotel Rijent is located in the heart of Lalitpur. The hotel is at a distance of less than 3 km from Lalitpur Junction railway station, making it an ideal choice to stay for your business and leisure trips. The category of rooms provided by the hotel includes double A/C rooms and double non A/C rooms. The hotel provides amenities such as a business center, free internet, and a bar for you to relax after a long day in the city. The hotel is located at a distance of 110 km from the Jhansi Airport.Why should you stay here? The rooms are clean and well maintained, and the staff is courteous.",Lalitpur,,389.0,2.0,2.0,37418.0,1.0,0.0,114.0,0.0,0.0,0.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
642,"What should you know? A cosy budget facility with 14 simple and comfortable furnishings, the Radiant YMCA Tourist Hostel offer guests a homely experience. Located close to the Varanasi Junction Railway Station (6 km) the hostel offers sights around, namely Harishchandra Ghat, Darbhanga Ghat, New Vishwanath Temple, and Alamgir Mosque. Elemental services that are availed here include internet access, station transfers, laundry, parking, and travel assistance. The accompanying restaurant serves north & south Indian, Chinese, and Continental cuisines.Why should you stay here? The stay is a minimum budget hostel suited for travellers lodging for a short spell on a shoestring budget.",Varanasi,19.0,723.0,1.0,1.0,16530.0,2.0,0.0,101.0,0.0,13.0,0.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
643,"What should you know? Located near Charlotte Lake, and Main Bazaar, Westland Hotel shields you from the chaos of the city. Places of interest like Echo Point is located 1.8 km away. This luxury resort has rooms that are spacious with British-style architecture and large verandahs. Amenities like car rental, STD/ISD, internet, badminton, horse riding, swimming, and trekking are available here. Why should you stay here? This hotel is an apt choice for both adventure and leisure travellers.",Matheran,2.0,4807.0,2.0,2.0,27215.0,2.0,1.0,78.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
644,"What should you know? Hotel HKJ Palace is located near to the Kashi Vishwanath Temple. The rooms in this hotel are air-conditioned and have attached bathrooms, telephones, televisions, and free WiFi access, The hotel provides room service, laundry service, parking facility, and ticket booking service. The holy places of Varanasi like the Kashi Vishwanath Temple, the River Ganga and its bathing ghats, and places like Ram Kund and Lakshmi Kund are quite close to this hotel. The Benares Junction Railway Station is around 4 km away, while the Lal Bahadur Shastri International Airport is approximately 26 km away. The famous Brown Bread Bakery is less than a kilometer away.Why should you stay here?",Varanasi,43.0,1667.0,1.0,2.0,33678.0,5.0,0.0,113.0,1.0,12.0,1.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
645,"What should you know? Sreeraj Residency is a business class accommodation option in the city of Thrissur. The hotel is well known for blending traditional Indian hospitality with great services. The rooms of the hotel are well-furnished and equipped with several modern amenities for the comfort and convenience of the guests, which include a colour television and a direct-dial telephone. The rooms are also categorised as Economy, Deluxe, Suite, and Maharaja Suite Rooms. The hotel also has its own coffee shop where guests can relax and spend their free time.Why should you stay here? There are many tourist attractions near the hotel such as Vadakkumnathan Temple and Sree Krishna Temple.",Thrissur,16.0,1367.0,2.0,2.0,37720.0,5.0,1.0,110.0,0.0,9.0,1.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
646,"What should you know? Durshet Forest Lodge is located in the middle of 35 acres of a private teak forest. The bank of river Amba, which is located nearby is a good place for both bird watching and trekking. Lonavala is located 33 km away from this lodge. Among the facilities offered here are breakfast service and barbecue grill. Business center and swimming pool facility are also available at Durshet Forest Lodge. A common dining hall serves vegetarian food.Why should you stay here?",Khopoli,2.0,6500.0,2.0,2.0,16702.0,2.0,1.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
647,"What should you know? Hotel Windsor is a budget-friendly property situated in the heart of the city of Patna. The Patna airport is approximately 6.5 km from the hotel. The hotel offers several amenities like travel desk, a doctor on call, barbeque, laundry service, an in-house restaurant, 24 hours check out, business center, safe deposit boxes, local sightseeing, cars for hire, and round-the-clock room service. Its restaurant serves Continental, Chinese, and Indian dishes. Its 79 well-appointed rooms are divided into several categories like Royal Club, Suite Room, Club Room, Mini Club Room, and Deluxe room. The in-room amenities include cable TV connection, running hot/cold water, telephone with both international and local call facilities, and an attached bathroom.Why should you stay here? The bus stand and the railway station are located within a kilometre from the hotel.",Patna,12.0,2375.0,1.0,2.0,11779.0,2.0,2.0,136.0,1.0,12.0,0.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
648,"What should you know? Situated opposite Manikanta book stall lane, Hotel Jagadeeswari is a 2 star hotel. This 6 storeyed building has 27 AC as well as non-AC rooms. A banquet hall for parties and special occasions, airport transfer, internet (chargeable), power backup, medical services, and travel desk assistance. The hotel also has room service and an in-house restaurant. Apart from this, there are many restaurants nearby too. Rajahmundry Airport is about 16 km and railway station is just 2 km away. Why should you stay here? Apart from being close to railway station, this business guest house is situated close to main road providing easy accessibility to many commercial areas and places of interest.",Rajahmundry,14.0,700.0,1.0,1.0,26771.0,4.0,1.0,115.0,0.0,3.0,0.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
649,,Rajahmundry,9.0,1055.0,1.0,1.0,86124.0,2.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,67.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
650,"What should you know? The hotel has rooms that are either facing the lake or the garden. They are predominantly made of bamboos that add an ethnic touch to most of the rooms. Complimentary breakfast and free wifi is provided along with basic amenities like 24-hour room service, front desk, car parking and tours. A hotel that is specifically designed for relaxation, it has an Ayurvedic spa, fitness centre, and garden for children. The hotel also offers a business centre and meeting room called Vedhi, which is built according to Kerala architectural style. Tourists can explore Kumarakom Bird Sanctuary, which is 7.3 km from the hotel. The Chingavanam Railway station is about 20 km away.Why should you stay here? Outlined by Vembanad lake, this hotel is a perfect spot for rejuvenation taking you away from hustle and bustle of city.",Kumarakom,9.0,4650.0,2.0,2.0,466.0,1.0,1.0,140.0,0.0,11.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
651,,Surendranagar,,679.0,1.0,1.0,52286.0,8.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
652,"What should you know? The Swastika Guest House is an accommodation facility that has in-room amenities like attached bathrooms with showers, television, wireless internet access, wardrobe, work desk, tea/coffee maker, minibar, and multi line telephone. The general amenities include room service, doctor-on-call, travel desk, and laundry service. This hotel is located near business and pilgrimage centers. Ram Kund, Lakshmi Kund, and Mahatma Gandhi Kashi Vidyapeeth are all within a short distance from the hotel. The Railway Station is 4 km away and Lal Bahadur Shastri International Airport is around 28 km away.Why should you stay here?",Varanasi,28.0,836.0,1.0,1.0,33658.0,2.0,0.0,96.0,0.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
653,What should you know?Why should you stay here? The hotel provides world class service and good accommodation for the guests at affordable prices.,Patna,38.0,800.0,2.0,2.0,32073.0,2.0,2.0,23.0,0.0,3.0,0.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
654,,Patna,80.0,3570.0,1.0,2.0,94190.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
655,"What should you know? This 4-star hotel is located 350m from Mukkam Bus Stand, 31 km from Kozhikode Railway Station, and 28 km from Calicut International Airport. It comprises of 16 well-appointed rooms that are equipped all basic amenities. The hotel also houses an array of restaurants including Puzhayoram-a multi-cuisine family restaurant, Nila-a specialty restaurant, and Le Café-the coffee shop. Other facilities available at the hotel include conferencing facility, banquet halls, and Wi-Fi connectivity.Why should you stay here? The 4-star full-service hotel comes with all modern amenities. The hotel is best suited for mid to high range budget travellers looking for contemporary accommodation in Mukkam.",Kozhikode,14.0,2245.0,1.0,1.0,58700.0,2.0,1.0,105.0,0.0,0.0,0.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
656,"Anjevel Agro Tourism is an agritourism destination spread over 12 acres. 4 clean rooms with attached toilets and with seperate all for indoor activities. Pollution free, surrounded by mountains, close to Hilton shilim 5 star hotel, surrounded by various trekking attractions. We prefer those who love nature, bird watching and village life.Local Maharashtrian homely food is available. Best place for those people who love:Nature, Camping, Trekking, School college trips, bird watching.",Lonavala,12.0,1889.0,2.0,2.0,75488.0,2.0,1.0,71.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
657,"What should you know? Located in the heart of the city, Asma Tower Hotel is a 3 star accommodation facility that was established in 1990. The hotel houses 57 rooms, which are categorized into standard, executive, superior, and suite rooms. All the room are laced with common amenities like running hot and cold water, TV, direct dialing telephone facility, safe deposit locker, Wi-Fi. The hotel provides a host of other services like complimentary breakfast, business centre with internet access, gymnasium, health club, wifi, 24-hour room service, housekeeping, front desk, 24 hour check-in/check-out, and and free parking. Why should you stay here? Asma Tower Hotel shares proximity to Calicut Railway Station and Calicut Beach. It also offers a host of amenities under one roof, adding to the convenience of the guests.",Kozhikode,6.0,2924.0,1.0,2.0,16328.0,1.0,1.0,130.0,0.0,6.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
658,"What should you know? The Residency is situated at Anand Tower, Lalitpur. The rooms in this hotel come with in-room several basic amenities like air-conditioning, attached bathroom, wardrobe, and a cable television. It also provides facilities like a front desk, ample car parking, power backup, security, and doctor-on-call. Guests staying here may relish their meals at surrounding eateries.Why should you stay here? The hotel provides good accommodation with modern amenities that is apt for business travellers, family vacationers, and leisure trips.",Lalitpur,,945.0,2.0,2.0,60512.0,2.0,0.0,81.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
659,,Tiruchirappalli,16.0,1250.0,2.0,2.0,80448.0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
660,"What should you know? This hotel has 43 rooms in total spread across 2 floors. The rooms are categorised into AC, non-AC, and Suite rooms. Amenities available at each room here are an attached bathroom with running hot/cold water, bottle opener, desk, handicap accessible rooms, iron/ironing board, multi-line phone, rollaway bed, tea/coffee maker, television, telephone, and wake-up calls. Shopping on site, safe-deposit box, room service, parking, restaurant, laundry service, medical service, currency exchange, and full service health spa are the other facilities available for the guests.Why should you stay here? This property is close to Calicut Beach, Tali Temple, Ettumanoor Shiva Temple, and Kappad Beach, which makes it convenient for guests to stay here and travel.",Kozhikode,3.0,1000.0,2.0,2.0,66788.0,2.0,1.0,116.0,0.0,7.0,0.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
661,"What should you know? Situated in proximity to the railway station, this property is centrally located in Rajahmundry. There are 52 rooms in this property that are spread across 3 floors. Several amenities can be found in each room, such as a colour television, internet access, writing desk, attached bath, and round-the-clock availability of hot and cold water. Some of the other hotel facilities are a travel desk, car parking, front desk, laundry service, room service, and medical assistance.Why should you stay here? Guests from the hotel can explore various local attractions in the city, such as Markandeya Temple and Godavari Bridge.",Rajahmundry,8.0,800.0,2.0,2.0,74530.0,6.0,1.0,102.0,0.0,11.0,0.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
662,"What should you know? This establishment is situated on GT Road. There are 22 rooms in the hotel that come with amenities like room service, air-conditioning, attached bathroom, hairdryer, tea/coffee maker, in-room safe, and a cable television. It also provides facilities like a front desk, valet parking, banquet facility, internet access, and laundry service. The property has an in-house multi-cuisine restaurant where guests can relish vegetarian authentic Punjabi food.Why should you stay here? The hotel is conveniently located on the main road, offers unique traditional village ambience, and also provides comfortable accommodation with modern amenities, which makes it apt for family vacationers, leisure travellers, and stopover guests.",Karnal,74.0,3114.0,2.0,2.0,55446.0,6.0,3.0,107.0,0.0,0.0,0.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
663,"What should you know? The hotel offers rooms that are categorised as Club 7 Deluxe Suite, Club 7 Suite, Deluxe Superior Rooms, Deluxe Rooms, and Executive Rooms. The rooms are fitted with amenities like newspapers, electric kettle, attached bathroom with shower and toiletries, LED television, air-conditioning, intercom, wifi, and complimentary breakfast. The hotel has a multi-cuisine restaurant, lounge bar, and banquet facilities. Other facilities offered are luggage storage, valet car parking, shopping mall, beauty parlour, doctor-on-call, room service, front desk, tour desk, ironing, and laundry/dry cleaning. Thiruvalla Railway Station in 1.3 km from the property and Cochin International Airport is 117 km away from it.Why should you stay here? Some attractions guests can visit are Sree Vallabha Temple, Aranmula, Courtallam, River Pampa, Thekkady, Gavi, Vembanad, Konni Elephant Camp, Thekekudi Cave Temple, and Padayani Folk Dance.",Thiruvalla,,1718.0,2.0,2.0,69976.0,6.0,1.0,135.0,0.0,0.0,0.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
664,"Filled with love, joy and harmonious heritage well defines Homestay. Adorned and enveloped with luxurious garden our guests can relax and take little stroll here. In our heritage spread country wooden furnitures and artifacts add up lot of ethnic values to any home. Considering this we have replete our room with teak wood poster beds, wardrobe, doors, windows, seating chairs and handmade wall hangings. Since Im with exports business I have incorporated my own designs from the manufacturing house from curtains, cushions, linens in silk and cotton based on the climate. We proffer best of amenities including transport facility, car parking, WiFi, newspaper, vegetarian cuisines, and much more based on your request. Our stay is exclusively an ethnic space and we hope you like our set up and love to hear your feedbacks.",Varanasi,0.0,2778.0,2.0,2.0,15742.0,1.0,0.0,133.0,1.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
665,"What should you know? This is an affordable option situated at Chainsukh Road, Latur. It features 25 well-appointed rooms that are categorised into 6 AC rooms and 19 non-AC rooms. Apart from modern room amenities, the hotel also offers doctor-on-call, car parking space, laundry service, conference hall, room service, Wi-Fi, banquet services, conference/meeting facilities, power backup, and an in-house restaurant. While staying here, guests can explore nearby tourist spots like Ganj Golai, Ausa, Ahmedpur, Shirur Anantpal, Chakur, Kharosa Caves, Ramanand Maharaj Ashram, Wadwal Nagnath Bet, Surat Shah Wali Dargah, Hat Tibet-Devarajan. Site can be conveniently accessed from Latur Bus Stand, Latur Railway Station, and Latur Airport.Why should you stay here? The hotel is centrally located and provides convenient access to various tourist interest points and nodes of commute.",Latur,,623.0,1.0,1.0,62692.0,3.0,1.0,128.0,0.0,5.0,0.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
666,"What should you know? A family trip to Rajahmundry can now be a comfortable one at Hotel Ramya Residency. With 60 well-furnished rooms, the hotel is child friendly, and includes amenities like free parking, laundry service, and a helpful front desk. It is located 1.2km from the railway station and within walking distance of ISKCON Temple.They also offer room service.Why should you stay here? Hotel Ramya Residency is an appropriate choice given its accessible location and room availability in a major city.",Rajahmundry,5.0,450.0,1.0,1.0,32388.0,3.0,1.0,82.0,0.0,0.0,0.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
667,"What should you know? Known for providing luxurious backpacking accommodation, this hotel-cum-hostel offers a total of 13 well-furnished private and dorm rooms suitable for group and solo travellers. The hotel provides an array of incredible facilities, which include air-conditioned dorms/private rooms, fully stocked common kitchen, laundry, cafes and restaurants, Wi-Fi connectivity, secure lockers, and common hangout areas for the travellers to reconnoitre.Why should you stay here? This accommodation is not only budget friendly but also provides with quality services to satisfy any traveller who is on the move.",Varanasi,0.0,425.0,1.0,2.0,53546.0,2.0,0.0,88.0,0.0,13.0,0.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
668,"What should you know? This guest house is just a few minutes from the beach and is well-known for its warm hospitality and world-class facilities. The property ensures a peaceful and cosy stay for all its guests. There are 9 rooms in this property categorised as Deluxe and Super Deluxe rooms. A number of amenities are seen in each room, such as Wi-Fi access, attached bath, and a comfortable bed. The guesthouse also offers a wide range of facilities, such as laundry service, taxi service, car parking space, currency exchange, and a travel desk.Why should you stay here? Quite a few tourist attractions are in proximity to the guest house, such as Alappuzha Beach, Pathiramanal, and Vembanad.",Alappuzha,,1549.0,2.0,2.0,71006.0,8.0,1.0,117.0,1.0,2.0,1.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
